Nose,Center of Chest,right shoulder,right elbow,right wrist,left shoulder,left elbow,left wrist,right hip,right knee,right ankle,left hip,left knee,right ankle,right eye,left eye,right ear,left ear,time
"-0.173,-0.15,0.513","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.225,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.487","-0.184,-0.19,0.533","-0.287,-0.169,0.44","0,0,0",1627598319.1728737
"-0.173,-0.15,0.514","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.599","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.533","-0.286,-0.169,0.439","0,0,0",1627598319.3063362
"-0.173,-0.15,0.513","-0.303,-0.006,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.185,-0.191,0.536","-0.286,-0.169,0.439","0,0,0",1627598319.4377227
"-0.173,-0.15,0.513","-0.304,-0.01,0.425","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.197,0.225,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.533","-0.286,-0.169,0.439","0,0,0",1627598319.5531762
"-0.173,-0.15,0.514","-0.302,-0.006,0.428","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.198,-0.186,0.485","-0.184,-0.19,0.533","-0.286,-0.169,0.439","0,0,0",1627598319.6643937
"-0.173,-0.15,0.514","-0.304,-0.006,0.425","0,0,0","0,0,0","0,0,0","-0.25,0.04,0.601","-0.197,0.231,0.675","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.199,-0.182,0.486","-0.184,-0.19,0.533","-0.287,-0.165,0.44","0,0,0",1627598319.7789383
"-0.173,-0.151,0.501","-0.303,-0.006,0.424","0,0,0","0,0,0","0,0,0","-0.249,0.04,0.6","-0.198,0.232,0.677","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.201,-0.185,0.483","-0.185,-0.195,0.523","-0.293,-0.168,0.438","0,0,0",1627598319.9128702
"-0.178,-0.161,0.478","-0.304,-0.014,0.432","0,0,0","0,0,0","0,0,0","-0.25,0.034,0.602","-0.197,0.231,0.674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.216,-0.196,0.467","-0.184,-0.203,0.52","-0.312,-0.173,0.442","0,0,0",1627598320.0469947
"-0.2,-0.167,0.469","-0.313,-0.014,0.433","0,0,0","0,0,0","0,0,0","-0.253,0.034,0.609","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.239,-0.207,0.463","-0.205,-0.205,0.525","-0.336,-0.182,0.454","0,0,0",1627598320.1854527
"-0.21,-0.177,0.473","-0.321,-0.014,0.443","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.255,-0.214,0.468","-0.217,-0.212,0.519","-0.349,-0.191,0.465","0,0,0",1627598320.363175
"0,0,0","-0.321,-0.011,0.461","0,0,0","0,0,0","0,0,0","-0.269,0.029,0.618","-0.194,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",1627598320.53021
"-0.235,-0.182,0.498","-0.337,-0.019,0.455","0,0,0","0,0,0","0,0,0","-0.274,0.029,0.619","-0.195,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.28,-0.224,0.49","-0.24,-0.217,0.54","-0.378,-0.189,0.492","0,0,0",1627598320.6768293
"-0.248,-0.181,0.497","-0.341,-0.019,0.46","0,0,0","0,0,0","0,0,0","-0.276,0.035,0.623","-0.195,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.221,0.495","-0.253,-0.214,0.547","-0.386,-0.191,0.498","0,0,0",1627598320.7959006
"-0.253,-0.181,0.497","-0.345,-0.019,0.46","0,0,0","0,0,0","0,0,0","-0.277,0.035,0.626","-0.195,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.223,0.498","-0.254,-0.216,0.55","-0.387,-0.192,0.499","0,0,0",1627598320.9050353
"-0.257,-0.184,0.505","-0.344,-0.02,0.464","0,0,0","0,0,0","0,0,0","-0.279,0.036,0.63","-0.196,0.231,0.693","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.302,-0.223,0.499","-0.261,-0.217,0.554","-0.395,-0.193,0.503","0,0,0",1627598321.0223463
"-0.259,-0.186,0.509","-0.348,-0.02,0.464","0,0,0","0,0,0","0,0,0","-0.282,0.035,0.624","-0.205,0.228,0.684","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.305,-0.225,0.503","-0.265,-0.221,0.55","-0.397,-0.194,0.506","0,0,0",1627598321.1365159
"-0.261,-0.185,0.506","-0.349,-0.023,0.465","0,0,0","0,0,0","0,0,0","-0.28,0.036,0.632","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.302,-0.226,0.505","-0.265,-0.221,0.55","-0.399,-0.195,0.508","0,0,0",1627598321.2541468
"-0.258,-0.19,0.507","-0.346,-0.02,0.466","0,0,0","0,0,0","0,0,0","-0.282,0.035,0.624","-0.201,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.302,-0.226,0.505","-0.261,-0.222,0.554","-0.39,-0.193,0.502","0,0,0",1627598321.3901951
"-0.257,-0.189,0.506","-0.35,-0.023,0.466","0,0,0","0,0,0","0,0,0","-0.283,0.035,0.626","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.301,-0.225,0.503","-0.265,-0.221,0.55","-0.397,-0.194,0.506","0,0,0",1627598321.519679
"-0.257,-0.189,0.505","-0.348,-0.02,0.464","0,0,0","0,0,0","0,0,0","-0.28,0.036,0.633","-0.201,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.3,-0.224,0.502","-0.264,-0.22,0.548","-0.395,-0.193,0.503","0,0,0",1627598321.6316397
"-0.26,-0.188,0.503","-0.351,-0.02,0.463","0,0,0","0,0,0","0,0,0","-0.284,0.036,0.628","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.301,-0.225,0.503","-0.265,-0.221,0.55","-0.396,-0.194,0.504","0,0,0",1627598321.7126722
"-0.26,-0.184,0.503","-0.353,-0.02,0.465","0,0,0","0,0,0","0,0,0","-0.285,0.036,0.63","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.301,-0.225,0.503","-0.261,-0.217,0.554","-0.397,-0.194,0.506","0,0,0",1627598321.842667
"-0.26,-0.184,0.503","-0.354,-0.02,0.466","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.632","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.302,-0.221,0.505","-0.262,-0.213,0.556","-0.399,-0.195,0.508","0,0,0",1627598321.9765382
"-0.26,-0.184,0.503","-0.354,-0.02,0.467","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.632","-0.201,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.301,-0.22,0.504","-0.262,-0.213,0.555","-0.393,-0.194,0.506","0,0,0",1627598322.0657623
"-0.26,-0.179,0.503","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.205,0.228,0.685","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.301,-0.22,0.503","-0.26,-0.212,0.552","-0.393,-0.195,0.507","0,0,0",1627598322.173077
"-0.259,-0.179,0.502","-0.355,-0.02,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.196,0.231,0.694","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.3,-0.219,0.502","-0.259,-0.211,0.55","-0.393,-0.194,0.506","0,0,0",1627598322.3346858
"-0.258,-0.178,0.499","-0.354,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.205,0.228,0.683","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.299,-0.219,0.5","-0.256,-0.208,0.555","-0.392,-0.194,0.505","0,0,0",1627598322.4780436
"-0.257,-0.178,0.498","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.298,-0.218,0.499","-0.259,-0.206,0.55","-0.393,-0.194,0.506","0,0,0",1627598322.6003437
"-0.257,-0.177,0.497","-0.354,-0.007,0.466","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.297,-0.217,0.497","-0.259,-0.205,0.549","-0.393,-0.194,0.506","0,0,0",1627598322.6831474
"-0.256,-0.177,0.496","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.205,0.228,0.684","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.298,-0.218,0.498","-0.255,-0.206,0.551","-0.394,-0.195,0.508","0,0,0",1627598322.813974
"-0.256,-0.177,0.496","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.298,-0.218,0.498","-0.256,-0.202,0.554","-0.393,-0.195,0.507","0,0,0",1627598322.937945
"-0.257,-0.173,0.498","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.555","-0.394,-0.195,0.508","0,0,0",1627598323.0678394
"-0.255,-0.174,0.501","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.555","-0.395,-0.196,0.509","0,0,0",1627598323.197736
"-0.257,-0.177,0.497","-0.356,-0.015,0.469","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.501","-0.256,-0.202,0.555","-0.395,-0.196,0.509","0,0,0",1627598323.277831
"-0.258,-0.173,0.499","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.501","-0.256,-0.202,0.555","-0.394,-0.195,0.508","0,0,0",1627598323.3593502
"-0.257,-0.173,0.498","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.501","-0.256,-0.202,0.555","-0.394,-0.195,0.508","0,0,0",1627598323.4919264
"-0.255,-0.174,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.501","-0.256,-0.202,0.555","-0.394,-0.195,0.508","0,0,0",1627598323.6272497
"-0.257,-0.177,0.497","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.201,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.502","-0.256,-0.202,0.555","-0.394,-0.195,0.508","0,0,0",1627598323.7513516
"-0.258,-0.173,0.499","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.502","-0.256,-0.202,0.555","-0.393,-0.195,0.507","0,0,0",1627598323.8894482
"-0.256,-0.177,0.496","-0.354,-0.015,0.466","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.297,-0.217,0.497","-0.256,-0.202,0.555","-0.393,-0.195,0.507","0,0,0",1627598323.9599903
"-0.257,-0.178,0.498","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.295,-0.215,0.501","-0.256,-0.202,0.555","-0.393,-0.194,0.506","0,0,0",1627598324.0907276
"-0.255,-0.174,0.501","-0.357,-0.011,0.465","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.555","-0.393,-0.194,0.506","0,0,0",1627598324.1650555
"-0.256,-0.177,0.496","-0.354,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.555","-0.393,-0.194,0.506","0,0,0",1627598324.2646308
"-0.257,-0.177,0.497","-0.359,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.217,0.497","-0.256,-0.202,0.555","-0.393,-0.194,0.506","0,0,0",1627598324.4017637
"-0.255,-0.174,0.501","-0.354,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.201,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.554","-0.393,-0.194,0.506","0,0,0",1627598324.547659
"-0.257,-0.173,0.498","-0.354,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.256,-0.202,0.554","-0.393,-0.194,0.506","0,0,0",1627598324.6339574
"-0.257,-0.173,0.498","-0.358,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.288,0.036,0.636","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.217,0.497","-0.256,-0.202,0.554","-0.392,-0.194,0.505","0,0,0",1627598324.7507162
"-0.257,-0.173,0.498","-0.357,-0.011,0.465","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.297,-0.217,0.497","-0.256,-0.202,0.554","-0.392,-0.194,0.505","0,0,0",1627598324.8880935
"-0.257,-0.173,0.498","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.297,-0.217,0.496","-0.256,-0.202,0.554","-0.393,-0.195,0.507","0,0,0",1627598325.0246851
"-0.255,-0.174,0.501","-0.359,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.256,-0.202,0.554","-0.393,-0.194,0.506","0,0,0",1627598325.1029363
"-0.254,-0.174,0.5","-0.358,-0.011,0.466","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.629","-0.206,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.215,0.5","-0.255,-0.202,0.553","-0.393,-0.194,0.506","0,0,0",1627598325.2386525
"-0.255,-0.174,0.502","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.693","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.256,-0.202,0.554","-0.393,-0.194,0.506","0,0,0",1627598325.398061
"-0.254,-0.174,0.5","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.291,0.036,0.631","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.393,-0.194,0.506","0,0,0",1627598325.5315833
"-0.255,-0.174,0.501","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.206,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.393,-0.194,0.506","0,0,0",1627598325.6573517
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.392,-0.194,0.505","0,0,0",1627598325.786454
"-0.255,-0.169,0.501","-0.359,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.63","-0.206,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.217,0.497","-0.255,-0.202,0.553","-0.387,-0.194,0.504","0,0,0",1627598325.9084585
"-0.255,-0.169,0.501","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.393,-0.195,0.507","0,0,0",1627598326.028688
"-0.255,-0.169,0.502","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.63","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.297,-0.217,0.496","-0.255,-0.202,0.553","-0.393,-0.195,0.507","0,0,0",1627598326.153315
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.63","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.393,-0.194,0.506","0,0,0",1627598326.3015022
"-0.255,-0.169,0.502","-0.355,-0.012,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.207,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.202,0.553","-0.393,-0.195,0.507","0,0,0",1627598326.4535024
"-0.255,-0.169,0.502","-0.355,-0.012,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.202,0.553","-0.393,-0.195,0.507","0,0,0",1627598326.5925975
"-0.255,-0.169,0.501","-0.353,-0.02,0.47","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.207,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.393,-0.195,0.507","0,0,0",1627598326.7174666
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.255,-0.201,0.552","-0.394,-0.195,0.508","0,0,0",1627598326.7909517
"-0.254,-0.169,0.5","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.206,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.254,-0.201,0.551","-0.387,-0.194,0.504","0,0,0",1627598326.9146457
"-0.254,-0.169,0.5","-0.354,-0.012,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.214,0.498","-0.255,-0.201,0.552","-0.387,-0.194,0.504","0,0,0",1627598327.0461035
"-0.255,-0.169,0.501","-0.354,-0.015,0.467","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.231,0.693","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.294,-0.214,0.499","-0.254,-0.201,0.551","-0.393,-0.195,0.507","0,0,0",1627598327.1819832
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.286,0.036,0.633","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.293,-0.214,0.498","-0.254,-0.201,0.551","-0.389,-0.194,0.506","0,0,0",1627598327.2668223
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.206,0.229,0.687","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.211,0.502","-0.254,-0.201,0.551","-0.389,-0.194,0.506","0,0,0",1627598327.7210512
"-0.254,-0.169,0.5","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.29,-0.214,0.499","-0.251,-0.202,0.553","-0.389,-0.194,0.506","0,0,0",1627598327.8502269
"-0.254,-0.169,0.5","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.207,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.21,0.501","-0.251,-0.202,0.553","-0.389,-0.194,0.506","0,0,0",1627598327.9758646
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.207,0.23,0.689","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.21,0.501","-0.251,-0.201,0.552","-0.389,-0.194,0.506","0,0,0",1627598328.0983398
"-0.254,-0.169,0.5","-0.356,-0.015,0.469","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.21,0.501","-0.251,-0.202,0.553","-0.389,-0.194,0.506","0,0,0",1627598328.2212183
"-0.255,-0.169,0.501","-0.355,-0.015,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.231,0.692","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.211,0.502","-0.252,-0.198,0.556","-0.389,-0.195,0.507","0,0,0",1627598328.363067
"-0.255,-0.169,0.501","-0.356,-0.015,0.469","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.63","-0.201,0.23,0.69","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.291,-0.206,0.502","-0.254,-0.196,0.551","-0.389,-0.195,0.507","0,0,0",1627598328.504423
"-0.249,-0.168,0.51","-0.356,-0.015,0.469","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.635","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.286,-0.209,0.51","-0.253,-0.199,0.557","-0.387,-0.194,0.504","0,0,0",1627598328.6495755
"-0.241,-0.165,0.531","-0.354,-0.023,0.467","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.629","-0.206,0.229,0.688","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.275,-0.205,0.522","-0.248,-0.196,0.581","-0.372,-0.193,0.502","0,0,0",1627598328.801944
"-0.237,-0.159,0.544","-0.351,-0.02,0.468","0,0,0","0,0,0","0,0,0","-0.287,0.036,0.634","-0.202,0.23,0.691","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.265,-0.204,0.532","-0.241,-0.198,0.589","-0.366,-0.194,0.505","0,0,0",1627598328.9333732
"0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.29,0.036,0.629","-0.206,0.229,0.686","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.357,-0.203,0.506","0,0,0",1627598329.0685203
"0,0,0","-0.344,-0.015,0.464","0,0,0","0,0,0","0,0,0","-0.288,0.035,0.613","-0.212,0.223,0.686","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.257,-0.205,0.535","0,0,0","-0.352,-0.192,0.499","0,0,0",1627598329.202504
"0,0,0","-0.337,-0.011,0.461","0,0,0","0,0,0","0,0,0","-0.283,0.035,0.625","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.255,-0.203,0.529","-0.229,-0.209,0.587","-0.35,-0.191,0.496","0,0,0",1627598329.3350687
"-0.217,-0.164,0.545","-0.33,-0.007,0.456","0,0,0","0,0,0","0,0,0","-0.274,0.042,0.631","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","-0.244,-0.203,0.529","-0.225,-0.21,0.577","-0.339,-0.187,0.487","0,0,0",1627598329.425934
